surveyid,variable,varname,description,classification,question,responses,values
aqwels_trends_nov_2020,b25columns7,variety,i get to do a lot of different things on my job.,job quality,"Still thinking about your main job, please tell me how much you agree or disagree with the following statements as descriptions of your job. Note: Here are some statements that might or might not describe your main job. Please indicate whether you strongly agree, agree, disagree, or strongly disagree with each statement... I get to do a lot of different things on my job.","Strongly agree, Somewhat agree, Somewhat disagree, Strongly disagree, Can’t choose, Prefer not to say, Not applicable","0, 1, 2, 3"
cqwels_trends_mar_2020,b25columns6,creative,my job requires that i be creative.,job quality,"Still thinking about your main job, please tell me how much you agree or disagree with the following statements as descriptions of your job. Note: Here are some statements that might or might not describe your main job. Please indicate whether you strongly agree, agree, disagree, or strongly disagree with each statement... My job requires that I be creative.","Strongly agree, Somewhat agree, Somewhat disagree, Strongly disagree, Can’t choose, Prefer not to say, Not applicable","0, 1, 2, 3"
cqwels_trends_sep_2019,b25columns6,creative,my job requires that i be creative.,job quality,"Still thinking about your main job, please tell me how much you agree or disagree with the following statements as descriptions of your job. Note: Here are some statements that might or might not describe your main job. Please indicate whether you strongly agree, agree, disagree, or strongly disagree with each statement... My job requires that I be creative.","strongly agree, somewhat agree, somewhat disagree, strongly disagree, cant choose, prefer not to say, not applicable","1, 2, 3, 4, 5, 6, 7"
cqwels_trends_sep_2019,b25columns7,skills,my job allows me to develop my skills and abilities.,job quality,"Still thinking about your main job, please tell me how much you agree or disagree with the following statements as descriptions of your job. Note: Here are some statements that might or might not describe your main job. Please indicate whether you strongly agree, agree, disagree, or strongly disagree with each statement... My job allows me to develop my skills and abilities.","strongly agree, somewhat agree, somewhat disagree, strongly disagree, cant choose, prefer not to say, not applicable","1, 2, 3, 4, 5, 6, 7"
cqwels_trends_sep_2019,b25columns8,variety,i get to do a lot of different things on my job.,job quality,"Still thinking about your main job, please tell me how much you agree or disagree with the following statements as descriptions of your job. Note: Here are some statements that might or might not describe your main job. Please indicate whether you strongly agree, agree, disagree, or strongly disagree with each statement... I get to do a lot of different things on my job.","strongly agree, somewhat agree, somewhat disagree, strongly disagree, cant choose, prefer not to say, not applicable","1, 2, 3, 4, 5, 6, 7"
cqwels_trends_sep_2019,b25columns2,freedom,i have the freedom to decide what i do on my job.,job quality,"Still thinking about your main job, please tell me how much you agree or disagree with the following statements as descriptions of your job. Note: Now we're going to present another list of statements about your main job. For each please tell us if the statement is very true somewhat true not too true or not at all true with respect to the work you do... I have the freedom to decide what I do on my job.","strongly agree, somewhat agree, somewhat disagree, strongly disagree, cant choose, prefer not to say, not applicable","1, 2, 3, 4, 5, 6, 7"
aqwels_trends_nov_2020,b25columns3,lotofsay,i have a lot of say about what happens on my job.,job quality,"Still thinking about your main job, please tell me how much you agree or disagree with the following statements as descriptions of your job. Note: Still thinking about your main job please tell me how much you agree or disagree with the following statements as descriptions of your job... I have a lot of say about what happens on my job.","Strongly agree, Somewhat agree, Somewhat disagree, Strongly disagree, Can’t choose, Prefer not to say, Not applicable","0, 1, 2, 3"
cqwels_trends_mar_2020,b25columns4,lotofsay,i have a lot of say about what happens on my job.,job quality,"Still thinking about your main job, please tell me how much you agree or disagree with the following statements as descriptions of your job. Note: Still thinking about your main job please tell me how much you agree or disagree with the following statements as descriptions of your job... I have a lot of say about what happens on my job.","strongly agree, somewhat agree, somewhat disagree, strongly disagree","0, 1, 2, 3"
cqwels_trends_sep_2019,b25columns4,lotofsay,i have a lot of say about what happens on my job.,job quality,"Still thinking about your main job, please tell me how much you agree or disagree with the following statements as descriptions of your job. Note: Still thinking about your main job please tell me how much you agree or disagree with the following statements as descriptions of your job... I have a lot of say about what happens on my job.","strongly agree, somewhat agree, somewhat disagree, strongly disagree, cant choose, prefer not to say, not applicable","1, 2, 3, 4, 5, 6, 7"
cqwels_tlc_oct_2025,b25columns1,freedom,i have the freedom to decide what i do on my job.,job quality,"Still thinking about your main job, please tell me how much you agree or disagree with the following statements as descriptions of your job. Note: We understand that some of these statements might not be relevant to your particular situation. However, people's work conditions vary a lot, so we don't want to assume anything and skip over them. For statements that are not applicable, please indicate that as your response... I have the freedom to decide what I do on my job.","Strongly agree, Somewhat agree, Somewhat disagree, Strongly disagree, Can’t choose, Prefer not to say, Not applicable","0, 1, 2, 3"
cqwels_tlc_oct_2025,b25columns2,responsibility,it is basically my own responsibility to decide how my job gets done.,job quality,"Still thinking about your main job, please tell me how much you agree or disagree with the following statements as descriptions of your job. Note: We understand that some of these statements might not be relevant to your particular situation. However, people's work conditions vary a lot, so we don't want to assume anything and skip over them. For statements that are not applicable, please indicate that as your response... It is basically my own responsibility to decide how my job gets done.","Strongly agree, Somewhat agree, Somewhat disagree, Strongly disagree, Can’t choose, Prefer not to say, Not applicable","0, 1, 2, 3"
cqwels_tlc_oct_2025,b25columns3,lotofsay,i have a lot of say about what happens on my job.,job quality,"Still thinking about your main job, please tell me how much you agree or disagree with the following statements as descriptions of your job. Note: We understand that some of these statements might not be relevant to your particular situation. However, people's work conditions vary a lot, so we don't want to assume anything and skip over them. For statements that are not applicable, please indicate that as your response... I have a lot of say about what happens on my job.","Strongly agree, Somewhat agree, Somewhat disagree, Strongly disagree, Can’t choose, Prefer not to say, Not applicable","0, 1, 2, 3"
cqwels_tlc_oct_2025,b25columns5,creative,my job requires that i be creative.,job quality,"Still thinking about your main job, please tell me how much you agree or disagree with the following statements as descriptions of your job. Note: We understand that some of these statements might not be relevant to your particular situation. However, people's work conditions vary a lot, so we don't want to assume anything and skip over them. For statements that are not applicable, please indicate that as your response... My job requires that I be creative.","Strongly agree, Somewhat agree, Somewhat disagree, Strongly disagree, Can’t choose, Prefer not to say, Not applicable","0, 1, 2, 3"
cqwels_tlc_oct_2025,b25columns8,consulted,"when decisions are being made, all of the people who will be affected are asked for their ideas.",job quality,"Still thinking about your main job, please tell me how much you agree or disagree with the following statements as descriptions of your job. Note: We understand that some of these statements might not be relevant to your particular situation. However, people's work conditions vary a lot, so we don't want to assume anything and skip over them. For statements that are not applicable, please indicate that as your response... When decisions are being made, all of the people who will be affected are asked for their ideas.","Strongly agree, Somewhat agree, Somewhat disagree, Strongly disagree, Can’t choose, Prefer not to say, Not applicable","0, 1, 2, 3"
cqwels_tlc_oct_2025,b25columns9,heard,managers make sure that all employees’ concerns are heard before decisions are made.,job quality,"Still thinking about your main job, please tell me how much you agree or disagree with the following statements as descriptions of your job. Note: We understand that some of these statements might not be relevant to your particular situation. However, people's work conditions vary a lot, so we don't want to assume anything and skip over them. For statements that are not applicable, please indicate that as your response... Managers make sure that all employees' concerns are heard before decisions are made.","Strongly agree, Somewhat agree, Somewhat disagree, Strongly disagree, Can’t choose, Prefer not to say, Not applicable","0, 1, 2, 3"
cqwels_tlc_oct_2025,b25columns10,tracked,my work activities are closely tracked.,job quality,"Still thinking about your main job, please tell me how much you agree or disagree with the following statements as descriptions of your job. Note: We understand that some of these statements might not be relevant to your particular situation. However, people's work conditions vary a lot, so we don't want to assume anything and skip over them. For statements that are not applicable, please indicate that as your response... My work activities are closely tracked.","Strongly agree, Somewhat agree, Somewhat disagree, Strongly disagree, Can’t choose, Prefer not to say, Not applicable","0, 1, 2, 3"
cqwels_tlc_oct_2025,b25columns11,evaluated,my performance at work is frequently evaluated.,job quality,"Still thinking about your main job, please tell me how much you agree or disagree with the following statements as descriptions of your job. Note: We understand that some of these statements might not be relevant to your particular situation. However, people's work conditions vary a lot, so we don't want to assume anything and skip over them. For statements that are not applicable, please indicate that as your response... My performance at work is frequently evaluated.","Strongly agree, Somewhat agree, Somewhat disagree, Strongly disagree, Can’t choose, Prefer not to say, Not applicable","0, 1, 2, 3"
